institute,category,course_num,course_name,credit,semester,description
bulletin.hofstra.edu,JRNL,JRNL080,Online Journalism,3,Fall&Spring,Summer A thorough introduction to the fastest-growing side of professional journalism – online journalism. Students explore methods of storytelling on the Web using various media; while examining the ethical and legal issues in online journalism. The role of social media in journalism and connections among online; print and broadcast journalism are considered. Practical skills include Web-based reporting; online news writing; and design and construction of websites.Prerequisite(s)/Course Notes: JRNL 014 . Lab fees additional.
bulletin.hofstra.edu,JRNL,JRNL150,Independent Study/Readings in Journalism,1-3,Fall&Spring,SummerIndividualized projects in journalism including historical; critical and analytical studies. Projects may involve a production component.Prerequisite(s)/Course Notes: Permission of department chairperson. Open only to juniors and seniors in the Department of Journalism; Media Studies; and Public Relations  who secure; before registration; written permission of the instructor who will supervise the study. May be repeated up to 6 s.h. in different subject areas.
bulletin.hofstra.edu,JRNL,JRNL151,Independent Study/Readings in Journalism,1-3,Fall&Spring,SummerIndividualized projects in journalism including historical; critical and analytical studies. Projects may involve a production component.Prerequisite(s)/Course Notes: Permission of department chairperson. Open only to juniors and seniors in the Department of Journalism; Media Studies; and Public Relations  who secure; before registration; written permission of the instructor who will supervise the study. May be repeated up to 6 s.h. in different subject areas.
bulletin.hofstra.edu,JRNL,JRNL170,Internships,1-3,Fall&Spring,SummerAn internship program that affords students an opportunity to apply their classroom experience in a professional work setting appropriate to their major field of study.Prerequisite(s)/Course Notes: To register for the first s.h. of internships; students majoring in journalism  must have satisfactorily completed JRNL 011 . Students taking 1 s.h. must work a minimum of 120 hours; students taking 2 s.h. must work a minimum of 150 hours; students taking 3 s.h. must work a minimum of 180 hours. Each student must also complete a paper or project relevant to their work experience and fulfill other requirements as designated by the sponsoring professor. May be repeated up to a total of 4 s.h. if internships are at different organizations. Permission of an adviser is required. Pass/Fail grade only.
bulletin.hofstra.edu,JRNL,JRNL171,Internships,1-3,Fall&Spring,An individualized program that affords students an opportunity to apply their classroom experience working in The Lawrence Herbert School of Communication ’s NewsHub. Prerequisite(s)/Course Notes: Open only to seniors majoring in journalism  or media studies . May be repeated up to 3 s.h. Students taking 1 s.h. must work a minimum of 120 hours; students taking 2 s.h. must work a minimum of 150 hours; students taking 3 s.h. must work a minimum of 180 hours.  Each student must complete a project(s) relevant to the mission of NewsHub and fulfill other requirements as designated by the sponsoring professor. Permission of an adviser is required. Pass/Fail grade only.
bulletin.hofstra.edu,JRNL 180 to 189,JRNL 180 to 189A-Z,Special Topics,1-4,,PeriodicallyDesigned to meet the needs of individual and specific groups of students interested in special topics not covered by other course offerings. As individual subjects are selected; each is assigned a letter (A-Z) and added to the course number.Prerequisite(s)/Course Notes: Any course may be taken a number of times as long as there is a different letter designation each time it is taken. Not all Special Topics courses in Journalism are for liberal arts credit. Specific titles and course descriptions for special topics courses are available in the online class schedule.
bulletin.hofstra.edu,JRNL,JRNL199,Departmental Honors,3,Fall&Spring,Research in and the writing of a significant publishable paper on a subject approved by the supervising professor.Prerequisite(s)/Course Notes: Open only to seniors in the Department of Journalism; Media Studies; and Public Relations  who desire to graduate with departmental honors and who secure; before registration; written permission of the instructor who will supervise the essay or project. Cumulative grade point average must conform with departmental honors (see The Lawrence Herbert School of Communication .).
bulletin.hofstra.edu,JWST,JWST010R,(HP) The Bible: Ancient and Modern Perspectives,3,,Every Other YearVarious genres of biblical literature and teachings are studied against the background of contemporary Near Eastern civilizat
bulletin.hofstra.edu,JWST,JWST014F,First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open tofirst-year students only. Topics vary by semester.  This course isoffered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,JWST,JWST014S,First-Year Seminar,3-4,Spring,
bulletin.hofstra.edu,JWST,JWST019R,(HP) Post-Biblical Writings,3,,Every Other YearSelections from post-Biblical works in prose and poetry. Readings from medieval; philosophical; mystic
bulletin.hofstra.edu,JWST,JWST100,Honors Essay,3,Fall&Spring,Research and writing of a substantial essay in the field of Jewish Studies.Prerequisite(s)/Course Notes: Open only to senior majors who are eligible for departmental honors andwho secure; before registration; written permission of the facultyadviser who will supervise the essay.
